id,inode,dev,type,op,gp,tp,num_of_links,owner_id,group_id,size,time,name,parentID,abs_path
1,,0,/
2,2228311,112,d,7,5,5,2,0,0,4096,1580945626.429241,boot,1,/boot
3,3149009,112,d,7,5,5,1,0,0,4096,1581368668.8570807,var,1,/var
4,2228708,112,d,7,5,5,2,0,0,4096,1580945626.429241,mnt,1,/mnt
5,3146013,112,d,7,7,7,1,0,0,4096,1581368668.8560808,tmp,1,/tmp
6,2228228,112,d,7,5,5,2,0,0,4096,1580945626.429241,bin,1,/bin
7,1,117,d,5,5,5,13,0,0,0,1581484391.943424,sys,1,/sys
8,2228473,112,d,7,5,5,2,0,0,4096,1580945626.429241,home,1,/home
9,2228705,112,d,7,5,5,2,0,0,4096,1580945626.429241,lib64,1,/lib64
10,2228711,112,d,7,0,0,1,0,0,4096,1581461632.439504,root,1,/root
11,2228707,112,d,7,5,5,2,0,0,4096,1580945626.429241,media,1,/media
12,3145994,112,d,7,5,5,1,0,0,4096,1581368668.8560808,lib,1,/lib
13,30071,115,d,7,5,5,5,0,0,360,1581475192.290957,dev,1,/dev
14,1,114,d,5,5,5,172,0,0,0,1581475192.144957,proc,1,/proc
15,2359847,112,d,7,5,5,1,0,0,4096,1580945626.774241,run,1,/run
16,3146046,112,d,7,5,5,1,0,0,4096,1581368668.8560808,usr,1,/usr
17,2228709,112,d,7,5,5,2,0,0,4096,1580945626.429241,opt,1,/opt
18,3145836,112,d,7,5,5,1,0,0,4096,1581368734.1030247,etc,1,/etc
19,2359831,112,d,7,5,5,1,0,0,4096,1580945626.663241,sbin,1,/sbin
20,2228786,112,d,7,5,5,2,0,0,4096,1580945626.429241,srv,1,/srv
21,3145864,112,d,7,5,5,2,0,0,4096,1581522593.349913,csv,1,/csv
22,3145782,112,-,6,4,4,1,501,20,14232,1581539881.057358,__init__.py,1,/__init__.py
23,3145845,112,-,7,5,5,1,0,0,0,1581368734.1030247,.dockerenv,1,/.dockerenv
24,2359788,112,d,7,7,5,2,0,50,4096,1580945626.431241,local,3,/var/local
25,2359808,112,d,7,7,7,2,0,0,4096,1580945626.431241,tmp,3,/var/tmp
26,3149025,112,d,7,5,5,1,0,0,4096,1581368668.8570807,lib,3,/var/lib
27,3149010,112,d,7,5,5,1,0,0,4096,1581368668.8570807,cache,3,/var/cache
28,2359805,112,l,7,7,7,1,0,0,4,1580945626.429241,run,3,/var/run
29,2359804,112,d,7,5,5,2,0,0,4096,1580945626.431241,opt,3,/var/opt
30,2359315,112,d,7,5,5,2,0,0,4096,1580945626.431241,backups,3,/var/backups
31,2359789,112,l,7,7,7,1,0,0,9,1580945626.426241,lock,3,/var/lock
32,2359803,112,d,7,7,5,2,0,8,4096,1580945626.431241,mail,3,/var/mail
33,2359806,112,d,7,5,5,2,0,0,4096,1580945626.431241,spool,3,/var/spool
34,3149126,112,d,7,5,5,1,0,0,4096,1581368668.8570807,log,3,/var/log
35,3149029,112,d,7,5,5,1,0,0,4096,1581368668.8570807,dpkg,26,/var/lib/dpkg
36,2359770,112,d,7,5,5,2,0,0,4096,1580945626.431241,pam,26,/var/lib/pam
37,3149026,112,d,7,5,5,1,0,0,4096,1581368668.8570807,apt,26,/var/lib/apt
38,2359777,112,d,7,5,5,3,0,0,4096,1580945626.431241,systemd,26,/var/lib/systemd
39,2359769,112,d,7,5,5,2,0,0,4096,1580945626.431241,misc,26,/var/lib/misc
40,3149124,112,d,7,5,5,2,0,0,4096,1581368668.8570807,python,26,/var/lib/python
41,3149123,112,d,7,5,5,1,0,0,4096,1581368668.8570807,updates,35,/var/lib/dpkg/updates
42,3149032,112,d,7,5,5,1,0,0,4096,1581368668.8570807,info,35,/var/lib/dpkg/info
43,2359761,112,d,7,5,5,2,0,0,4096,1580945626.431241,parts,35,/var/lib/dpkg/parts
44,3149030,112,d,7,5,5,1,0,0,4096,1581368668.8570807,alternatives,35,/var/lib/dpkg/alternatives
45,3149120,112,d,7,5,5,1,0,0,4096,1581368668.8570807,triggers,35,/var/lib/dpkg/triggers
46,2359762,112,-,6,4,4,1,0,0,0,1580945626.424241,statoverride,35,/var/lib/dpkg/statoverride
47,2359341,112,-,6,4,4,1,0,0,8,1580945626.345241,cmethopt,35,/var/lib/dpkg/cmethopt
48,3149118,112,-,6,4,4,1,0,0,101918,1581368668.8500807,status,35,/var/lib/dpkg/status
49,2359340,112,-,6,4,4,1,0,0,82571,1580945626.345241,available,35,/var/lib/dpkg/available
50,3149116,112,-,6,4,0,1,0,0,0,1581368668.8500807,lock,35,/var/lib/dpkg/lock
51,2359839,112,-,6,4,4,1,0,0,136,1580945626.663241,diversions,35,/var/lib/dpkg/diversions
52,3149117,112,-,6,4,0,1,0,0,0,1581368668.8500807,lock-frontend,35,/var/lib/dpkg/lock-frontend
53,3149119,112,-,6,4,4,1,0,0,101855,1581368668.851081,status-old,35,/var/lib/dpkg/status-old
54,2359840,112,-,6,4,4,1,0,0,98,1580945626.663241,diversions-old,35,/var/lib/dpkg/diversions-old
55,2359669,112,-,6,4,4,1,0,0,74,1580945626.407241,libtasn1-6:amd64.triggers,42,/var/lib/dpkg/info/libtasn1-6:amd64.triggers
56,2359388,112,-,7,5,5,1,0,0,769,1580945626.353241,dash.config,42,/var/lib/dpkg/info/dash.config
57,2359482,112,-,6,4,4,1,0,0,74,1580945626.372241,libc6:amd64.triggers,42,/var/lib/dpkg/info/libc6:amd64.triggers
58,2359430,112,-,6,4,4,1,0,0,529,1580945626.360241,grep.list,42,/var/lib/dpkg/info/grep.list
59,2359631,112,-,6,4,4,1,0,0,285,1580945626.396241,libsemanage-common.list,42,/var/lib/dpkg/info/libsemanage-common.list
60,2359696,112,-,6,4,4,1,0,0,5098,1580945626.411241,login.list,42,/var/lib/dpkg/info/login.list
61,2359710,112,-,6,4,4,1,0,0,1004,1580945626.412241,mount.list,42,/var/lib/dpkg/info/mount.list
62,2359573,112,-,6,4,4,1,0,0,300,1580945626.384241,libncursesw5:amd64.md5sums,42,/var/lib/dpkg/info/libncursesw5:amd64.md5sums
63,2359440,112,-,6,4,4,1,0,0,31,1580945626.360241,libacl1:amd64.shlibs,42,/var/lib/dpkg/info/libacl1:amd64.shlibs
64,2359684,112,-,6,4,4,1,0,0,74,1580945626.409241,libunistring2:amd64.triggers,42,/var/lib/dpkg/info/libunistring2:amd64.triggers
65,2359380,112,-,6,4,4,1,0,0,814,1580945626.352241,bsdutils.list,42,/var/lib/dpkg/info/bsdutils.list
66,2359658,112,-,6,4,4,1,0,0,371157,1580945626.406241,libstdc++6:amd64.symbols,42,/var/lib/dpkg/info/libstdc++6:amd64.symbols
67,2359465,112,-,6,4,4,1,0,0,219,1580945626.369241,libbz2-1.0:amd64.md5sums,42,/var/lib/dpkg/info/libbz2-1.0:amd64.md5sums
68,2359746,112,-,7,5,5,1,0,0,642,1580945626.422241,ubuntu-keyring.postinst,42,/var/lib/dpkg/info/ubuntu-keyring.postinst
69,2359708,112,-,7,5,5,1,0,0,299,1580945626.411241,mawk.postinst,42,/var/lib/dpkg/info/mawk.postinst
70,2359726,112,-,6,4,4,1,0,0,343,1580945626.419241,procps.conffiles,42,/var/lib/dpkg/info/procps.conffiles
71,2359647,112,-,6,4,4,1,0,0,74,1580945626.402241,libsmartcols1:amd64.triggers,42,/var/lib/dpkg/info/libsmartcols1:amd64.triggers
72,2359491,112,-,6,4,4,1,0,0,74,1580945626.373241,libcom-err2:amd64.triggers,42,/var/lib/dpkg/info/libcom-err2:amd64.triggers
73,2359691,112,-,6,4,4,1,0,0,220,1580945626.410241,libzstd1:amd64.md5sums,42,/var/lib/dpkg/info/libzstd1:amd64.md5sums
74,2359349,112,-,7,5,5,1,0,0,312,1580945626.346241,adduser.postrm,42,/var/lib/dpkg/info/adduser.postrm
75,2359457,112,-,6,4,4,1,0,0,2918,1580945626.368241,libaudit1:amd64.symbols,42,/var/lib/dpkg/info/libaudit1:amd64.symbols
76,2359578,112,-,6,4,4,1,0,0,357,1580945626.384241,libnettle6:amd64.md5sums,42,/var/lib/dpkg/info/libnettle6:amd64.md5sums
77,2359461,112,-,6,4,4,1,0,0,73,1580945626.368241,libblkid1:amd64.shlibs,42,/var/lib/dpkg/info/libblkid1:amd64.shlibs
78,2359352,112,-,6,4,4,1,0,0,10605,1580945626.347241,apt.list,42,/var/lib/dpkg/info/apt.list
79,2359735,112,-,6,4,4,1,0,0,1309,1580945626.420241,sensible-utils.list,42,/var/lib/dpkg/info/sensible-utils.list
80,2359614,112,-,6,4,4,1,0,0,1125,1580945626.389241,libpcre3:amd64.symbols,42,/var/lib/dpkg/info/libpcre3:amd64.symbols
81,2359448,112,-,6,4,4,1,0,0,216,1580945626.366241,libattr1:amd64.md5sums,42,/var/lib/dpkg/info/libattr1:amd64.md5sums
82,2359630,112,-,6,4,4,1,0,0,27,1580945626.396241,libsemanage-common.conffiles,42,/var/lib/dpkg/info/libsemanage-common.conffiles
83,2359723,112,-,7,5,5,1,0,0,196,1580945626.419241,passwd.prerm,42,/var/lib/dpkg/info/passwd.prerm
84,2359600,112,-,7,5,5,1,0,0,531,1580945626.387241,libpam-runtime.postrm,42,/var/lib/dpkg/info/libpam-runtime.postrm
85,2359378,112,-,7,5,5,1,0,0,36112,1580945626.352241,bash.preinst,42,/var/lib/dpkg/info/bash.preinst
86,2359654,112,-,6,4,4,1,0,0,514,1580945626.403241,libstdc++6:amd64.md5sums,42,/var/lib/dpkg/info/libstdc++6:amd64.md5sums
87,2359503,112,-,6,4,4,1,0,0,106,1580945626.374241,libext2fs2:amd64.shlibs,42,/var/lib/dpkg/info/libext2fs2:amd64.shlibs
88,2359748,112,-,6,4,4,1,0,0,10305,1580945626.422241,util-linux.list,42,/var/lib/dpkg/info/util-linux.list
89,2359444,112,-,6,4,4,1,0,0,29,1580945626.361241,libapt-pkg5.0:amd64.shlibs,42,/var/lib/dpkg/info/libapt-pkg5.0:amd64.shlibs
90,2359504,112,-,6,4,4,1,0,0,22747,1580945626.374241,libext2fs2:amd64.symbols,42,/var/lib/dpkg/info/libext2fs2:amd64.symbols
91,2359670,112,-,6,4,4,1,0,0,419,1580945626.407241,libtinfo5:amd64.list,42,/var/lib/dpkg/info/libtinfo5:amd64.list
92,2359660,112,-,6,4,4,1,0,0,253,1580945626.406241,libsystemd0:amd64.list,42,/var/lib/dpkg/info/libsystemd0:amd64.list
93,2359525,112,-,6,4,4,1,0,0,7436,1580945626.376241,libgcrypt20:amd64.symbols,42,/var/lib/dpkg/info/libgcrypt20:amd64.symbols
94,2359534,112,-,6,4,4,1,0,0,38,1580945626.378241,libgnutls30:amd64.shlibs,42,/var/lib/dpkg/info/libgnutls30:amd64.shlibs
95,2359362,112,-,6,4,4,1,0,0,2156,1580945626.348241,base-files.md5sums,42,/var/lib/dpkg/info/base-files.md5sums
96,2359571,112,-,6,4,4,1,0,0,74,1580945626.383241,libncurses5:amd64.triggers,42,/var/lib/dpkg/info/libncurses5:amd64.triggers
97,2359556,112,-,6,4,4,1,0,0,74,1580945626.381241,liblz4-1:amd64.triggers,42,/var/lib/dpkg/info/liblz4-1:amd64.triggers
98,2359544,112,-,6,4,4,1,0,0,34,1580945626.380241,libhogweed4:amd64.shlibs,42,/var/lib/dpkg/info/libhogweed4:amd64.shlibs
99,2359514,112,-,6,4,4,1,0,0,1226,1580945626.375241,libffi6:amd64.symbols,42,/var/lib/dpkg/info/libffi6:amd64.symbols
100,2359623,112,-,6,4,4,1,0,0,1030,1580945626.390241,libseccomp2:amd64.symbols,42,/var/lib/dpkg/info/libseccomp2:amd64.symbols
101,2359454,112,-,6,4,4,1,0,0,242,1580945626.366241,libaudit1:amd64.list,42,/var/lib/dpkg/info/libaudit1:amd64.list
102,2359741,112,-,6,4,4,1,0,0,845,1580945626.421241,tar.md5sums,42,/var/lib/dpkg/info/tar.md5sums
103,2359656,112,-,7,5,5,1,0,0,402,1580945626.403241,libstdc++6:amd64.prerm,42,/var/lib/dpkg/info/libstdc++6:amd64.prerm
104,2359585,112,-,6,4,4,1,0,0,3679,1580945626.385241,libp11-kit0:amd64.symbols,42,/var/lib/dpkg/info/libp11-kit0:amd64.symbols
105,2359692,112,-,6,4,4,1,0,0,49,1580945626.410241,libzstd1:amd64.shlibs,42,/var/lib/dpkg/info/libzstd1:amd64.shlibs
106,2359637,112,-,6,4,4,1,0,0,74,1580945626.401241,libsemanage1:amd64.triggers,42,/var/lib/dpkg/info/libsemanage1:amd64.triggers
107,2359547,112,-,6,4,4,1,0,0,447,1580945626.380241,libidn2-0:amd64.list,42,/var/lib/dpkg/info/libidn2-0:amd64.list
108,2359618,112,-,6,4,4,1,0,0,23,1580945626.389241,libprocps6:amd64.shlibs,42,/var/lib/dpkg/info/libprocps6:amd64.shlibs
109,2359728,112,-,6,4,4,1,0,0,2590,1580945626.420241,procps.md5sums,42,/var/lib/dpkg/info/procps.md5sums
110,2359417,112,-,6,4,4,1,0,0,1781,1580945626.359241,e2fsprogs.list,42,/var/lib/dpkg/info/e2fsprogs.list
111,2359353,112,-,6,4,4,1,0,0,11860,1580945626.348241,apt.md5sums,42,/var/lib/dpkg/info/apt.md5sums
112,2359661,112,-,6,4,4,1,0,0,226,1580945626.407241,libsystemd0:amd64.md5sums,42,/var/lib/dpkg/info/libsystemd0:amd64.md5sums
113,2359577,112,-,6,4,4,1,0,0,328,1580945626.384241,libnettle6:amd64.list,42,/var/lib/dpkg/info/libnettle6:amd64.list
114,2359530,112,-,6,4,4,1,0,0,16023,1580945626.377241,libgmp10:amd64.symbols,42,/var/lib/dpkg/info/libgmp10:amd64.symbols
115,2359396,112,-,6,4,4,1,0,0,48,1580945626.355241,debconf.conffiles,42,/var/lib/dpkg/info/debconf.conffiles
116,2359361,112,-,6,4,4,1,0,0,2117,1580945626.348241,base-files.list,42,/var/lib/dpkg/info/base-files.list
117,2359673,112,-,6,4,4,1,0,0,10479,1580945626.408241,libtinfo5:amd64.symbols,42,/var/lib/dpkg/info/libtinfo5:amd64.symbols
118,2359749,112,-,6,4,4,1,0,0,18387,1580945626.422241,util-linux.md5sums,42,/var/lib/dpkg/info/util-linux.md5sums
119,2359756,112,-,6,4,4,1,0,0,83,1580945626.423241,zlib1g:amd64.shlibs,42,/var/lib/dpkg/info/zlib1g:amd64.shlibs
120,2359383,112,-,6,4,4,1,0,0,751,1580945626.353241,bzip2.md5sums,42,/var/lib/dpkg/info/bzip2.md5sums
121,2359583,112,-,6,4,4,1,0,0,318,1580945626.384241,libp11-kit0:amd64.md5sums,42,/var/lib/dpkg/info/libp11-kit0:amd64.md5sums
122,2359704,112,-,7,5,5,1,0,0,195,1580945626.411241,lsb-base.preinst,42,/var/lib/dpkg/info/lsb-base.preinst
123,2359672,112,-,6,4,4,1,0,0,99,1580945626.407241,libtinfo5:amd64.shlibs,42,/var/lib/dpkg/info/libtinfo5:amd64.shlibs
124,2359399,112,-,6,4,4,1,0,0,11121,1580945626.355241,debconf.md5sums,42,/var/lib/dpkg/info/debconf.md5sums
125,2359510,112,-,6,4,4,1,0,0,74,1580945626.375241,libfdisk1:amd64.triggers,42,/var/lib/dpkg/info/libfdisk1:amd64.triggers
126,2359449,112,-,6,4,4,1,0,0,81,1580945626.366241,libattr1:amd64.shlibs,42,/var/lib/dpkg/info/libattr1:amd64.shlibs
127,2359509,112,-,6,4,4,1,0,0,11473,1580945626.375241,libfdisk1:amd64.symbols,42,/var/lib/dpkg/info/libfdisk1:amd64.symbols
128,2359358,112,-,6,4,4,1,0,0,23,1580945626.348241,apt.shlibs,42,/var/lib/dpkg/info/apt.shlibs
129,2359489,112,-,6,4,4,1,0,0,59,1580945626.372241,libcom-err2:amd64.shlibs,42,/var/lib/dpkg/info/libcom-err2:amd64.shlibs
130,2359365,112,-,7,5,5,1,0,0,188,1580945626.349241,base-files.preinst,42,/var/lib/dpkg/info/base-files.preinst
131,2359519,112,-,6,4,4,1,0,0,19,1580945626.376241,libgcc1:amd64.shlibs,42,/var/lib/dpkg/info/libgcc1:amd64.shlibs
132,2359665,112,-,6,4,4,1,0,0,361,1580945626.407241,libtasn1-6:amd64.list,42,/var/lib/dpkg/info/libtasn1-6:amd64.list
133,2359462,112,-,6,4,4,1,0,0,4857,1580945626.368241,libblkid1:amd64.symbols,42,/var/lib/dpkg/info/libblkid1:amd64.symbols
134,2359477,112,-,7,5,5,1,0,0,1364,1580945626.370241,libc6:amd64.postrm,42,/var/lib/dpkg/info/libc6:amd64.postrm
135,2359662,112,-,6,4,4,1,0,0,25,1580945626.407241,libsystemd0:amd64.shlibs,42,/var/lib/dpkg/info/libsystemd0:amd64.shlibs
136,2359507,112,-,6,4,4,1,0,0,141,1580945626.374241,libfdisk1:amd64.md5sums,42,/var/lib/dpkg/info/libfdisk1:amd64.md5sums
137,2359427,112,-,6,4,4,1,0,0,301,1580945626.360241,gcc-8-base:amd64.md5sums,42,/var/lib/dpkg/info/gcc-8-base:amd64.md5sums
138,2359379,112,-,7,5,5,1,0,0,289,1580945626.352241,bash.prerm,42,/var/lib/dpkg/info/bash.prerm
139,2359356,112,-,7,5,5,1,0,0,261,1580945626.348241,apt.preinst,42,/var/lib/dpkg/info/apt.preinst
140,2359671,112,-,6,4,4,1,0,0,422,1580945626.407241,libtinfo5:amd64.md5sums,42,/var/lib/dpkg/info/libtinfo5:amd64.md5sums
141,2359415,112,-,7,5,5,1,0,0,490,1580945626.359241,dpkg.postrm,42,/var/lib/dpkg/info/dpkg.postrm
142,2359493,112,-,6,4,4,1,0,0,370,1580945626.373241,libdb5.3:amd64.md5sums,42,/var/lib/dpkg/info/libdb5.3:amd64.md5sums
143,2359537,112,-,6,4,4,1,0,0,302,1580945626.379241,libgpg-error0:amd64.list,42,/var/lib/dpkg/info/libgpg-error0:amd64.list
144,2359432,112,-,6,4,4,1,0,0,945,1580945626.360241,gzip.list,42,/var/lib/dpkg/info/gzip.list
145,2359595,112,-,6,4,4,1,0,0,13331,1580945626.386241,libpam-modules:amd64.templates,42,/var/lib/dpkg/info/libpam-modules:amd64.templates
146,2359568,112,-,6,4,4,1,0,0,296,1580945626.383241,libncurses5:amd64.md5sums,42,/var/lib/dpkg/info/libncurses5:amd64.md5sums
147,2359501,112,-,6,4,4,1,0,0,340,1580945626.374241,libext2fs2:amd64.list,42,/var/lib/dpkg/info/libext2fs2:amd64.list
148,2359599,112,-,7,5,5,1,0,0,1282,1580945626.387241,libpam-runtime.postinst,42,/var/lib/dpkg/info/libpam-runtime.postinst
149,2359743,112,-,7,5,5,1,0,0,317,1580945626.421241,tar.prerm,42,/var/lib/dpkg/info/tar.prerm
150,2359655,112,-,7,5,5,1,0,0,523,1580945626.403241,libstdc++6:amd64.postinst,42,/var/lib/dpkg/info/libstdc++6:amd64.postinst
151,2359401,112,-,7,5,5,1,0,0,187,1580945626.355241,debconf.postrm,42,/var/lib/dpkg/info/debconf.postrm
152,2359546,112,-,6,4,4,1,0,0,75,1580945626.380241,libhogweed4:amd64.triggers,42,/var/lib/dpkg/info/libhogweed4:amd64.triggers
153,2359699,112,-,7,5,5,1,0,0,1048,1580945626.411241,login.preinst,42,/var/lib/dpkg/info/login.preinst
154,2359385,112,-,6,4,4,1,0,0,12197,1580945626.353241,coreutils.md5sums,42,/var/lib/dpkg/info/coreutils.md5sums
155,2359616,112,-,6,4,4,1,0,0,288,1580945626.389241,libprocps6:amd64.list,42,/var/lib/dpkg/info/libprocps6:amd64.list
156,2359640,112,-,6,4,4,1,0,0,21,1580945626.401241,libsepol1:amd64.shlibs,42,/var/lib/dpkg/info/libsepol1:amd64.shlibs
157,2359463,112,-,6,4,4,1,0,0,74,1580945626.368241,libblkid1:amd64.triggers,42,/var/lib/dpkg/info/libblkid1:amd64.triggers
158,2359474,112,-,6,4,4,1,0,0,13460,1580945626.369241,libc6:amd64.list,42,/var/lib/dpkg/info/libc6:amd64.list
159,2359576,112,-,6,4,4,1,0,0,74,1580945626.384241,libncursesw5:amd64.triggers,42,/var/lib/dpkg/info/libncursesw5:amd64.triggers
160,2359476,112,-,7,5,5,1,0,0,7565,1580945626.370241,libc6:amd64.postinst,42,/var/lib/dpkg/info/libc6:amd64.postinst
161,2359506,112,-,6,4,4,1,0,0,242,1580945626.374241,libfdisk1:amd64.list,42,/var/lib/dpkg/info/libfdisk1:amd64.list
162,2359539,112,-,6,4,4,1,0,0,89,1580945626.379241,libgpg-error0:amd64.shlibs,42,/var/lib/dpkg/info/libgpg-error0:amd64.shlibs
163,2359731,112,-,7,5,5,1,0,0,1581,1580945626.420241,procps.preinst,42,/var/lib/dpkg/info/procps.preinst
164,2359486,112,-,6,4,4,1,0,0,75,1580945626.372241,libcap-ng0:amd64.triggers,42,/var/lib/dpkg/info/libcap-ng0:amd64.triggers
165,2359521,112,-,6,4,4,1,0,0,74,1580945626.376241,libgcc1:amd64.triggers,42,/var/lib/dpkg/info/libgcc1:amd64.triggers
166,2359736,112,-,6,4,4,1,0,0,1431,1580945626.421241,sensible-utils.md5sums,42,/var/lib/dpkg/info/sensible-utils.md5sums
167,2359446,112,-,6,4,4,1,0,0,74,1580945626.365241,libapt-pkg5.0:amd64.triggers,42,/var/lib/dpkg/info/libapt-pkg5.0:amd64.triggers
168,2359745,112,-,6,4,4,1,0,0,828,1580945626.422241,ubuntu-keyring.md5sums,42,/var/lib/dpkg/info/ubuntu-keyring.md5sums
169,2359619,112,-,6,4,4,1,0,0,74,1580945626.389241,libprocps6:amd64.triggers,42,/var/lib/dpkg/info/libprocps6:amd64.triggers
170,2359627,112,-,6,4,4,1,0,0,61,1580945626.395241,libselinux1:amd64.shlibs,42,/var/lib/dpkg/info/libselinux1:amd64.shlibs
171,2359717,112,-,6,4,4,1,0,0,134,1580945626.412241,passwd.conffiles,42,/var/lib/dpkg/info/passwd.conffiles
172,2359687,112,-,6,4,4,1,0,0,69,1580945626.410241,libuuid1:amd64.shlibs,42,/var/lib/dpkg/info/libuuid1:amd64.shlibs
173,2359471,112,-,7,5,5,1,0,0,1273,1580945626.369241,libc-bin.postinst,42,/var/lib/dpkg/info/libc-bin.postinst
174,2359569,112,-,6,4,4,1,0,0,128,1580945626.383241,libncurses5:amd64.shlibs,42,/var/lib/dpkg/info/libncurses5:amd64.shlibs
175,2359705,112,-,7,5,5,1,0,0,195,1580945626.411241,lsb-base.prerm,42,/var/lib/dpkg/info/lsb-base.prerm
176,2359431,112,-,6,4,4,1,0,0,746,1580945626.360241,grep.md5sums,42,/var/lib/dpkg/info/grep.md5sums
177,2359645,112,-,6,4,4,1,0,0,89,1580945626.402241,libsmartcols1:amd64.shlibs,42,/var/lib/dpkg/info/libsmartcols1:amd64.shlibs
178,2359678,112,-,6,4,4,1,0,0,4117,1580945626.409241,libudev1:amd64.symbols,42,/var/lib/dpkg/info/libudev1:amd64.symbols
179,2359606,112,-,7,5,5,1,0,0,220,1580945626.388241,libpam0g:amd64.postrm,42,/var/lib/dpkg/info/libpam0g:amd64.postrm
180,2359398,112,-,6,4,4,1,0,0,7478,1580945626.355241,debconf.list,42,/var/lib/dpkg/info/debconf.list
181,2359468,112,-,6,4,4,1,0,0,103,1580945626.369241,libc-bin.conffiles,42,/var/lib/dpkg/info/libc-bin.conffiles
182,2359508,112,-,6,4,4,1,0,0,73,1580945626.374241,libfdisk1:amd64.shlibs,42,/var/lib/dpkg/info/libfdisk1:amd64.shlibs
183,2359437,112,-,6,4,4,1,0,0,1142,1580945626.360241,init-system-helpers.md5sums,42,/var/lib/dpkg/info/init-system-helpers.md5sums
184,2359492,112,-,6,4,4,1,0,0,346,1580945626.373241,libdb5.3:amd64.list,42,/var/lib/dpkg/info/libdb5.3:amd64.list
185,2359369,112,-,7,5,5,1,0,0,2802,1580945626.349241,base-passwd.postinst,42,/var/lib/dpkg/info/base-passwd.postinst
186,2359441,112,-,6,4,4,1,0,0,60,1580945626.360241,libacl1:amd64.triggers,42,/var/lib/dpkg/info/libacl1:amd64.triggers
187,2359638,112,-,6,4,4,1,0,0,202,1580945626.401241,libsepol1:amd64.list,42,/var/lib/dpkg/info/libsepol1:amd64.list
188,2359351,112,-,6,4,4,1,0,0,158,1580945626.347241,apt.conffiles,42,/var/lib/dpkg/info/apt.conffiles
189,2359653,112,-,6,4,4,1,0,0,716,1580945626.402241,libstdc++6:amd64.list,42,/var/lib/dpkg/info/libstdc++6:amd64.list
190,2359412,112,-,6,4,4,1,0,0,8558,1580945626.359241,dpkg.list,42,/var/lib/dpkg/info/dpkg.list
191,2359635,112,-,6,4,4,1,0,0,27,1580945626.396241,libsemanage1:amd64.shlibs,42,/var/lib/dpkg/info/libsemanage1:amd64.shlibs
192,2359390,112,-,6,4,4,1,0,0,503,1580945626.354241,dash.md5sums,42,/var/lib/dpkg/info/dash.md5sums
193,2359714,112,-,6,4,4,1,0,0,2801,1580945626.412241,ncurses-base.md5sums,42,/var/lib/dpkg/info/ncurses-base.md5sums
194,2359707,112,-,6,4,4,1,0,0,1094,1580945626.411241,mawk.md5sums,42,/var/lib/dpkg/info/mawk.md5sums
195,2359413,112,-,6,4,4,1,0,0,9462,1580945626.359241,dpkg.md5sums,42,/var/lib/dpkg/info/dpkg.md5sums
196,2359363,112,-,7,5,5,1,0,0,5198,1580945626.349241,base-files.postinst,42,/var/lib/dpkg/info/base-files.postinst
197,2359397,112,-,7,5,5,1,0,0,478,1580945626.355241,debconf.config,42,/var/lib/dpkg/info/debconf.config
198,2359348,112,-,7,5,5,1,0,0,964,1580945626.346241,adduser.postinst,42,/var/lib/dpkg/info/adduser.postinst
199,2359712,112,-,6,4,4,1,0,0,21,1580945626.412241,ncurses-base.conffiles,42,/var/lib/dpkg/info/ncurses-base.conffiles
200,2359612,112,-,6,4,4,1,0,0,637,1580945626.388241,libpcre3:amd64.md5sums,42,/var/lib/dpkg/info/libpcre3:amd64.md5sums
201,2359405,112,-,6,4,4,1,0,0,3047,1580945626.358241,debianutils.list,42,/var/lib/dpkg/info/debianutils.list
202,2359702,112,-,7,5,5,1,0,0,195,1580945626.411241,lsb-base.postinst,42,/var/lib/dpkg/info/lsb-base.postinst
203,2359677,112,-,6,4,4,1,0,0,49,1580945626.408241,libudev1:amd64.shlibs,42,/var/lib/dpkg/info/libudev1:amd64.shlibs
204,2359609,112,-,6,4,4,1,0,0,35685,1580945626.388241,libpam0g:amd64.templates,42,/var/lib/dpkg/info/libpam0g:amd64.templates
205,2359666,112,-,6,4,4,1,0,0,424,1580945626.407241,libtasn1-6:amd64.md5sums,42,/var/lib/dpkg/info/libtasn1-6:amd64.md5sums
206,2359377,112,-,7,5,5,1,0,0,507,1580945626.351241,bash.postrm,42,/var/lib/dpkg/info/bash.postrm
207,2359442,112,-,6,4,4,1,0,0,4833,1580945626.360241,libapt-pkg5.0:amd64.list,42,/var/lib/dpkg/info/libapt-pkg5.0:amd64.list
208,2359562,112,-,6,4,4,1,0,0,242,1580945626.382241,libmount1:amd64.list,42,/var/lib/dpkg/info/libmount1:amd64.list
209,2359570,112,-,6,4,4,1,0,0,21074,1580945626.383241,libncurses5:amd64.symbols,42,/var/lib/dpkg/info/libncurses5:amd64.symbols
210,2359689,112,-,6,4,4,1,0,0,74,1580945626.410241,libuuid1:amd64.triggers,42,/var/lib/dpkg/info/libuuid1:amd64.triggers
211,2359744,112,-,6,4,4,1,0,0,619,1580945626.421241,ubuntu-keyring.list,42,/var/lib/dpkg/info/ubuntu-keyring.list
212,2359360,112,-,6,4,4,1,0,0,287,1580945626.348241,base-files.conffiles,42,/var/lib/dpkg/info/base-files.conffiles
213,2359659,112,-,6,4,4,1,0,0,74,1580945626.406241,libstdc++6:amd64.triggers,42,/var/lib/dpkg/info/libstdc++6:amd64.triggers
